tokens,tags
BIND,B-application
2.0.0.7971,I-version
ApplicationXtender,I-application
Enterprise,I-application
2.11.11.2,I-version
createemailregexp,O
browser/child_process_security_policy.cc,B-file
Archiva,B-application
CSCtt07949,O
CVE-2012-0318,B-cve id
8.2,B-version
Uploader,O
0.10.1,B-version
0.10.2.3,I-version
Pickle::Pickle,O
FlightGear,B-application
DQ,B-version
1.012,I-version
2.6.0.2,B-version
0.5.10,I-version
Notifications,O
screens/base/web_auth_custom.html,B-file
0.6.7,I-version
imap/nntpd.c,B-file
NAME,O
BL870c,B-version
1.0.0c,I-version
CVE-2010-3172,B-cve id
60cycleCMS,B-application
CGenericScheduler::AddTask,B-function
contain,O
Xtra,I-application
9.1(1.2,I-version
/Launch,O
2.9-1,B-version
SY-780/A,O
notes,O
INDEX2.do,O
positions,O
3.6.18,I-version
8.1.0.88,I-version
SOAP,I-application
3.3.1,I-version
BLOCKQUOTE,O
modules/system/admin/images/browser.php,B-file
Scripting,I-relevant_term
Mafya,B-application
chdir,O
pkexec,O
ESTK,O
Invensys,B-vendor
2.1.3.19077,I-version
1.0b11,B-version
CVE-2011-5094,B-cve id
Trojan,O
CVE-2010-1247,B-cve id
"App_Themes/,",O
private/blade_leds.php,B-file
2.0.x,B-version
4.2.209.0,I-version
VNX,B-application
64,B-version
0.75.x,B-version
0.3.13,I-version
net/sched/act_police.c,B-file
Facebook,O
Sense,O
do_trackbacks,B-function
Daemon,O
CP1,B-update
0.99.20.1,B-version
Sleep/Wake,O
stw,O
IMManager/Admin/IMAdminTOC_simple.asp,B-file
moodle/course:delete,O
aborted,O
XenServer,B-application
epan/dissectors/packet-mpls-echo.c,B-file
1.2.3.1,I-version
kadmin/server/server_stubs.c,B-file
cinder.conf,O
cm_work_handler,B-function
3.5.6,I-version
SanDisk,B-vendor
GenerateCuids,O
3.7.4,I-version
action/CopyPage.py,B-file
AAOP,O
4.51,B-version
poppler/Function.cc,B-file
UnsubscribeData,B-method
tcf_skbedit_dump,B-function
drivers/video/fbmem.c,B-file
8.3(2.7,I-version
9.7(3)S9,I-version
cookie);,O
Flash10u.ocx,I-application
DeviceIoControl,O
sysprep.inf,B-file
2.6.17,I-version
xftpd,B-version
VIX,B-application
net/can/bcm.c,B-file
organizer/page/users.php,B-file
loadSubScript,B-method
book.php,O
LMI,O
Shockwave,B-application
mounted,O
0.96.5,I-version
Communities,O
0xb3,B-version
Norton,B-application
vsock_stream_sendmsg,B-function
1.8.7-p352,I-version
C.3.7.6,I-version
1.9.2-136,I-version
net/ipv4/tcp_input.c,B-file
header,O
PlayFileName(),O
CSCug45850,O
5678,O
Little,I-application
Kernel/GLD,O
msofbtSp,O
per-status,O
Dynamics,I-application
out-of-range,O
LogVHdrMessageVerb,B-function
noentryid,O
Contents-Mall,B-application
_cupsGetlang,B-function
Cover,B-application
iconv_mime_decode_headers,B-function
urls-x.php,O
doccab/doclist.jsp,B-file
SQLEditorXP,B-application
10.12.2-digiumphones,I-version
rds_recvmsg,B-function
poll/index.php,B-file
net/core/net_namespace.c,B-file
drivers/acpi/debugfs.c,B-file
CSCtu18693,O
SuiteLink,O
6.31,B-version
core/js/multiselect.js,B-file
Easy,B-application
01-00,B-version
CVE-2012-0136,B-cve id
png_set_text_2,B-function
category_id,B-parameter
horizon/static/horizon/js/horizon.js,B-file
credentials,B-relevant_term
PowerDNS,B-application
enrolment,O
Oreans,B-vendor
r51295,I-version
8.6(3,I-version
ORing,O
OLAP,B-application
board,I-application
gdk-pixbuf,B-application
CVE-2013-0361,B-cve id
JCE-Tech,B-vendor
CHUNK_HEADER_SIZE,O
1.2.0,B-version
CSCtw47523,O
20.0.1132.43,I-version
DjVu,B-application
M1219nf,O
gv,B-application
Transmission,B-application
disputes,O
atvise,B-application
7.20,I-version
Livelink,B-application
PowerConnect,B-hardware
tzn_mysql.php,O
RC3,B-version
template_stock/whutils.js,B-file
its,O
ClientCert-*,I-version
engine/inc/help.php,B-file
9.7.3-P3,I-version
CElement,O
2.5.6c1,I-version
Interim,B-update
Pro4,B-version
Sun,B-os
Date,B-application
10.3.186.3,I-version
kernel/user_namespace.c,B-file
7.0.0.13,I-version
2.5.0.20,B-version
pidgin-knotify.c,B-file
Strategic,B-application
courrierautorisation.class.php,O
create_post,B-function
pmd_none_or_clear_bad,B-function
3.36,B-version
Libsystem,O
V2,B-update
scripts/pagelist.php,B-file
OVF,O
IcedTea,B-application
extensions/auth/nsAuthSSPI.cpp,B-file
select_tag,O
1.2.0-RC-282,B-version
Tigase,B-application
1.447.x,B-version
ip_gre,O
OBJECTLINK,O
NJStar,B-vendor
operators,O
Managed,B-application
zenworks/jsp/index.jsp,B-file
2.23.5,I-version
scilab,B-application
modules/graph/jpgraph/jpgraph_radar.php,B-file
CSCty88456,O
JPEG2000,B-application
search/,O
scm_check_creds,B-function
DHT,O
processInvocation,B-function
hda_intel.c,B-file
tar.c,B-file
iSpot,B-hardware
14.1,B-version
web,B-relevant_term
Panel,O
2.7,B-version
1.1.6603.0,I-version
OCFS2,O
3.1.3,B-version
10.0.2.3200,B-version
stringToSeconds,B-function
5.5.05.07,B-version
11.1.1.2,B-version
Rocomotion,B-vendor
2.2.1.1,B-version
widgets/statistics/statistics.php,B-file
Banking,I-application
1.4.2_25,B-version
Liferay,B-vendor
8.3.0,I-version
5.5.4,B-version
IPADDR,O
Geo++,O
APR-util,B-application
Car,B-application
php,B-application
BitScripts,B-vendor
2.3.5,I-version
Battle,I-application
7.x-2.1,I-version
Chromebook,O
Draft,O
wp-includes/pluggable.php,B-file
lib/Majordomo.pm,B-file
ESD#2,O
SiteEngine,B-application
u_realname,B-parameter
1788-ENBT,O
0.9.11.9,I-version
3.0.18,I-version
compat_mc_getsockopt,B-function
1.8.13.1,I-version
October,O
LiveUpdate,B-application
hotfix,O
2.40.1.2,B-version
TomatoCart,B-application
quicktime.qts,O
format,O
f_country_code,B-parameter
jpeg/dectile.c,B-file
_center.php,O
PlaceHolder,O
unaware,O
Campsite,B-application
Mibew,B-application
Player,I-application
faq.admin.inc,O
Hammerhead,B-application
CVE-2010-4409,B-cve id
ETSI,O
Word,B-application
MicroNetsoft,B-vendor
"A2(2.3),",I-version
6.0.0.8-TIV-ITDS-IF0007,I-version
src/FDM/YASim/Rotor.cpp,B-file
1.61,B-version
creativecommons_site_license_additional_text,B-parameter
modify_resolvconf_suse,O
customprofile.php,O
abort,O
DEBUG3_DOLOG_SYSTEM,O
20120614T184600Z,I-version
0.16,B-version
1.3.0.5,I-version
clusterName,B-parameter
4.0.2.7-P8AE-FP007,I-version
ext/imap/php_imap.c,B-file
dissect_diagnosticresponse,O
rampart_timestamp_token_validate,B-function
CG4(1,I-version
mjseventpro,B-application
modules/news/rss.php,B-file
Core-Base,O
krb5_save_ccname_done,B-function
2.6.25,I-version
Get,B-application
1.6.15,I-version
omission,O
net/irda/af_irda.c,B-file
PNG,O
DR7,O
CVE-2010-3433,B-cve id
0.2.2.35,I-version
WriteJPG,B-method
Content,O
JExtensions,B-vendor
cpio,B-application
signedness,B-relevant_term
Do,O
0.4.1.14,B-version
11.1.1.2.0,B-version
3.8.9rc2,I-version
x86-64,B-version
artefact/blog/posts.json.php,B-file
window.location,O
subgroup,O
3.1.22,I-version
it's,O
Habari,B-application
CVE-2012-3540,B-cve id
CVE-2012-0761,B-cve id
18,B-update
ucode_get_rev,B-function
School,I-application
Omnibox,O
8.2-1,B-version
defineClass(),B-method
Stereoscopic,O
Tomcat,O
pGB,B-application
mod_rpaf,O
Insight,I-application
Eclime,B-application
3.3.9.1,I-version
1.5.22,I-version
kiocb_batch_free,B-function
DoABC,O
Secure,I-application
getFirstInTableInstance,B-function
libvs_wk6.so,O
20111129-2,I-version
pam_sm_close_session,B-function
xht,B-version
Notes,I-application
YagattaTalk,B-application
CVE-2006-2503,B-cve id
CVE-2013-0009,B-cve id
sapi/cgi/cgi_main.c,B-file
half,O
dev/less.php,B-file
referred,O
Recent,B-application
CVE-2011-0608,B-cve id
reportName,O
CVE-2010-1242,B-cve id
313.30,I-version
Networking,I-application
application/octet-stream,O
files/download.php,B-file
datasources/index.cfm,B-file
prefix,B-update
Skype,B-application
AMSLIB.dll,B-file
7.0(2a)SU3,I-version
webscr.php,O
RsvgFilterPrimitive,O
CVE-2011-0572,B-cve id
5.0.4-30,I-version
expandrow,O
Grani,B-application
Linksys,B-application
Realplayer,B-application
CVE-2012-2365,B-cve id
"8.2(5.5),",I-version
CVE-2010-1964,B-cve id
Fetchmail,B-application
Switch,I-hardware
MH,B-vendor
testingLibraryAction.do,O
library,I-hardware
CSCte43508,O
10.3.2,I-version
"7.1(2),",I-version
2.3.0,I-version
CVE-2010-3141,B-cve id
cron,O
sccp-protocol,O
imm,O
Namazu,B-application
1.6.2.21,I-version
Digest,B-application
XenApp,O
cal_alert,O
7.60.92.0,B-version
yaSSL,O
LinksTab.py,O
LifeType,B-application
root_path,B-parameter
1.045,B-version
1.17,I-version
queryItems[0].value,B-parameter
2.63test1,I-version
login.php,O
1.4.1,B-version
GNU/Linux,O
CVE-2006-2817,B-cve id
3.2(23,I-version
4.3.2,I-version
4.0.0-rc3,I-version
5.19,I-version
4.1(5,I-version
afterURL,B-parameter
4.14,B-version
Services,I-hardware
CVE-2010-1632,B-cve id
3.6.1,B-version
moves,O
dartwebserver.dll,O
Wuzly,B-application
2200,O
1.1.8,I-version
1.6.2.16.2,I-version
6.x-3.13,B-version
common/util/rlstate.cpp,B-file
Explzh,B-application
roteros.dll,O
PrettyBook,B-vendor
2.3.2,I-version
inbox.php,O
7.3.0.4,I-version
SearchField,B-parameter
glib2,O
6.0.0.63,I-version
Max3,B-version
2.6.11-rc2,B-version
only_hostid,B-parameter
Shibboleth,O
artist,O
0.8.10,B-version
CVE-2010-3620,B-cve id
1.447.4.1,I-version
EVAL,O
public/landing.php,B-file
Ads,I-application
includes/javascript.php,B-file
4.35,I-version
Policy,O
nsContentUtils::RemoveScriptBlocker,B-function
Exports,O
R75,B-version
Revolution,I-application
eTek,B-application
4.2.0.CP09,I-version
10.8.3,I-version
0.7.2,B-version
cmd.msc,O
8.60.006,B-version
subroutine,O
Iconfidant,B-application
NETLINK_CONNECTOR,O
formats,O
CVE-2010-2660,B-cve id
1.6.4,B-version
CVE-2012-3169,B-cve id
allows,B-relevant_term
11.1.111.6,I-version
4.8.4,I-version
spoofer,O
viewjokes.php,O
iRODS,B-application
Intercompany,B-application
chef-server-api/app/controllers/cookbooks.rb,B-file
Cookies,O
7.1(3b)su2,I-version
actionpack/lib/action_view/helpers/form_options_helper.rb,B-file
NetWare,B-os
com.ibm.db2.das.core.DasSysCmd,B-function
ImagoScripts,B-vendor
org.jboss.as.ejb3.security.AuthorizationInterceptor,O
index,O
tempnam,O
Pay,B-application
CVE-2010-3862,B-cve id
7.0.1.0,I-version
5.4.3,I-version
Limesurvey,B-application
9.7(3)P,B-version
garbage,O
ParsCMS,B-application
CVE-2007-1965,B-cve id
Identity,B-hardware
mount,O
7.4.29,I-version
Synel,B-vendor
Subversion,B-application
VDM_TIB,O
plan,O
view_inbox,O
Mutare,B-vendor
e-mail,O
card-atrust-acos.c,O
OrderSys,B-application
thread_title,O
35,B-version
gb/user/index.php,B-file
XFree86,B-application
Small,B-edition
backend/utils/adt/varbit.c,B-file
SmarterStats,B-application
opt_search_select,B-parameter
plugin/npapi/plugin.cpp,B-file
2,B-update
those,O
Receiver,B-application
application/modules/admin/controllers/posts.php,B-file
4.1-ESV-R7,I-version
Emerson,B-vendor
1.7.9p1,I-version
CVE-2005-0094,B-cve id
8.6(2a)su1,I-version
4.1,I-version
7.3.101.0,B-version
ESX,B-os
tiff_getimage.c,O
OWOS,O
0.2.1.29,I-version
CVE-2010-1929,B-cve id
Spotfire,O
5.50,B-version
IML32X.dll,O
storage/innobase/dict/dict0crea.c,B-file
agent/mibgroup/agent/extend.c,B-file
RadioCMS,B-application
net/dns_resolver/dns_key.c,B-file
Adapters,O
GreenBrowser,B-application
MariaDB,B-application
Ax,O
0.9.8x,I-version
php.ini,B-file
Xlpd,B-application
overwrite,B-relevant_term
CVE-2003-0070,B-cve id
nsCycleCollector::MarkRoots,B-function
Register,B-application
CAM,O
2.05b,B-version
2010u,I-version
libavcodec/indeo5.c,B-file
modules/admin/admin_module_index.php,B-file
Podcast,I-application
Logout,O
5.2.2,B-version
DisallowExecuteCode,O
CSCuc72408,O
Disk,B-application
7.1.0.1,B-version
question:use*,O
Telemecanique,B-application
kernel/posix-cpu-timers.c,B-file
2.0.5,B-version
TelePresence,B-hardware
1.0.6pl3,B-version
django.contrib.admin,O
utilities/longproc.cfm,B-file
"4.0(15),",I-version
eliding,O
N150,O
USERAUTH,O
epan/dissectors/packet-ldp.c,B-file
TMEMC_SAVE_GET_CLIENT_CAP,O
TL-WR841N,B-hardware
7.3,I-version
CVE-2010-3171,B-cve id
/tmp/fab.*.tar,B-file
0.08,B-version
7.0.01.04,B-version
O3D,O
GOA,O
choice,O
process.c,O
5.5.3.172,I-version
biClrUsed,O
ScadaPhone,B-application
CVE-2012-2043,B-cve id
BASE,B-application
concatenating,O
ContactID,B-parameter
name##env,O
toolkit/parse.c,B-file
4.91.00,B-version
Bibliography,B-application
administrator,O
finally,O
RIO-47100,B-version
CVE-2011-0598,B-cve id
Simatic,B-application
bytes,O
7.8.x,B-version
6.2.5,I-version
Palm,B-os
CK721-A,B-version
CVE-2013-0613,B-cve id
WebGLBuffer::FindMaxUshortElement,B-function
IEShims.dll,O
Projekt,B-application
4.1M,B-version
CoreFoundation,O
IPN,B-application
index.php,I-version
4.5.18,B-version
Imperva,B-vendor
Compact,O
udp_queue_rcv_skb,B-function
Mailman,B-application
SpamTitan,B-application
user/index_inline_editor_submit.php,B-file
15.0(1)M1,I-version
**,O
CUPS,B-application
CSCtr00165,O
gypsy,B-application
load_iface,B-function
JPEG2000.dll,B-application
0.52,B-version
order_by,B-parameter
OM/Core/Site/Admin/Application/templates_modules/pages/info.php,B-file
SOAPAction,O
search_autocomplete,O
Zoner,B-application
pangorc,O
renderer,O
9.6.1-P3,I-version
public/upgrade/templates/layout.php,B-file
7.0A,I-version
RIM,B-vendor
ZooEffect,B-application
4.3(2)SR2,I-version
Nostromo,B-application
PRAD88MJ2W,O
nnm/protected/configurationpoll.jsp,B-file
3.3.0.2,I-version
CVE-2011-0600,B-cve id
"8.5(1.13),",I-version
CVE-2012-2044,B-cve id
5.3.3,B-version
BrowserCRM,B-application
6.0.0-95,I-version
osCSS,B-application
Module,O
0.6.7,B-version
mountall,B-application
em_syscall,B-function
insert_module,B-function
Alternative,B-application
ssl/t1_lib.c,B-file
Freeware,B-edition
Save,I-application
Wicd,B-application
Bo,I-application
2.1.1.37,I-version
0.11.7,I-version
0.10.x,B-version
administration,O
3.9-rc7,I-version
NITRO,B-application
65511,O
copy_creds,B-function
anonymous,O
starter,O
lang_crm,B-parameter
archive_path,B-parameter
5.04,B-version
admin/page-redirect-info.php,B-file
com_preventive,O
representations,O
TextAds,B-application
SafeHTML,B-application
2.2.10.2,B-version
AirTies,B-vendor
0.63,B-version
Mobility,B-application
1.0.4.MR2,I-version
nimrohs2212,O
CVE-2012-5168,B-cve id
2010-F,B-update
Logitec,B-vendor
7.0(8,I-version
CVE-2012-3363,B-cve id
1.4.2_38,B-version
32,B-version
__set,O
CVE-2011-0590,B-cve id
cookie.c,B-file
blocktype/groupviews/theme/raw/groupviews.tpl,B-file
ScanServer,B-application
modules/drg/mycare2x_proc_search.php,B-file
06.01.0001.0000a,B-version
unreachable,O
nis/nss_nis/nis-pwd.c,B-file
niu_get_ethtool_tcam_all,B-function
ctl00%24MPH%24ucSiteSeoSearchEngineSettings%24chklistEngines_SettingCheckBox%2414,B-update
11.x,B-version
EasyEdit.cfm,O
parse/Csv2_parse.c,B-file
3.0-rc4,I-version
irfanview,B-application
speech,O
common/rfb/CSecurityTLS.cxx,B-file
multicontext,O
Application,B-relevant_term
Dotclear,B-application
1.7.1sr1,I-version
9.3.1.2,I-version
1.11.3,B-version
+serialize+,O
UPnP,O
3.60,I-version
-t,B-update
JT0DevPhase.dll,B-file
specially,O
CVE-2011-4528,B-cve id
CVE-2010-3485,B-cve id
0.14.2,I-version
Greenbone,B-vendor
0.6.16,B-version
local-preference,O
10.x.x-digiumphones,B-version
plaintext,B-relevant_term
1.0.1,I-version
1.9.93,B-version
CTimeoutEventList::InsertIntoTimeoutList,B-function
group_desc,B-parameter
CVE-2011-1546,B-cve id
0.6.x,B-version
console.lua,O
CREATE,O
go_target.php,O
CSCtq64019,O
nsIContentPolicy,O
pfile/file.php,B-file
editrequestenduser.asp,O
svc_xprt_received,B-function
AXP,O
2.55RC549,I-version
phone,O
5.85,B-version
Joomla,B-application
CVE-2013-0392,B-cve id
minissdp.c,B-file
0.100.1,I-version
usbrdrctl,O
Optimalog,B-vendor
Signature,O
VirusBuster,B-vendor
CVE-2011-2094,B-cve id
tpfc.dll,B-file
application/libraries/api/MY_Email_Api_Object.php,B-file
modules/nursing/mycare_ward_print.php,B-file
Blogs,I-application
learn/cubemail/install.php,B-file
7.0.0.29,I-version
Gitweb,O
20071127,B-version
CreateProcessA(),B-function
3.0.14,I-version
xfs_ioc_fsgetxattr,B-function
17.0.963.65,I-version
chunked,O
10.1.5,I-version
fb_mmap,B-function
-u,B-update
Recording,I-hardware
10.2.0_build1011110331.18,B-version
1.17.5,I-version
soap_xmlParseMemory,B-function
SREG,O
effectiveness,O
Wt,B-application
Reflection,I-application
6.20.0.1,B-version
OM/Core/Site/Admin/Application/templates_modules/pages/uninstall.php,B-file
Arbitrary,B-relevant_term
1.8.11-cert6,I-version
MySQL,O
Pale,B-application
YourFreeWorld,B-vendor
Tracks,B-application
librpc.dll,O
ubuntu-sso-client,O
10.0.0.1190,B-version
admin/menu.php,B-file
NP_Gallery,B-application
0.6.20,B-version
illinois,O
0x41st,B-version
ap_proxy_send_fb,B-function
"WIM),",O
filter_set,O
gzip,B-application
includes/SkinTemplate.php,B-file
social,O
selectUserIdByLoginPass,B-function
Ganglia,B-vendor
libclamav/pe_icons.c,B-file
/S,O
decoda/templates/video.php,B-file
checkCss,B-function
picfile_XXX,B-parameter
unpublished,O
Cacti,B-application
vorbis_residue_decode_internal,B-function
6279,I-version
3.2.11,I-version
hidp_setup_hid,B-function
ZHM,O
wk3,O
0.8.1,I-version
Administrator,B-application
AntiXSS,O
5.12.3,I-version
Using,O
MSA,I-application
general/pandora_help.php,B-file
systemtap,B-application
7.6.1.5,I-version
JForum,B-application
iScripts,B-vendor
Your,I-application
notsoPureEdit,B-application
exif,B-application
CVE-2010-2210,B-cve id
released,B-update
1.0.12,I-version
downloads,O
PDB,O
AddPost.asp,O
7.0(2.3,I-version
11.1.2.1,B-version
CT-507IT,B-hardware
CVE-2011-0319,B-cve id
EmpireCMS,B-application
4.1(5.1,I-version
23.0.1271.64,I-version
Mafia,O
Interconnect,O
Executive,O
R400,B-version
Image,B-application
geolocation,O
CSCug61252,O
6.21,B-version
SACK,O
10.6.8,B-version
6.0.1002,I-version
acl,O
DellSystemLite.Scanner,B-application
CVE-2012-4361,B-cve id
CVE-2011-0607,B-cve id
blog/lib.php,B-file
9.0.9,I-version
floor,O
Host,B-application
sel,O
SP,I-application
mnote_olympus_entry_get_value,B-function
tar,B-application
MODx,O
NetworkSyncCommandQueue,B-function
pNetPower,B-application
8.10,B-version
Squashfs,B-application
1.64,B-version
csnStreamDissector,B-function
4.7.0-rc1,I-version
affects,O
WordPress,B-vendor
/tmp/tmp.txt,B-file
user-mountable,O
CSCte61622,O
Format,B-relevant_term
11.1.2.0.0,B-version
Corporate,B-os
NetSaro.fdb,B-file
winscard_svc.c,B-file
corrected,O
DAVServer/mysqlauth.py,B-file
webmail,I-application
xWeblog,B-application
u_email,B-parameter
Scripts,B-application
ES,O
install/info.php,B-file
shadow,O
CVE-2010-4355,B-cve id
CVE-2013-2722,B-cve id
5353,O
sessionid,O
Deprecated,O
OM/Core/Site/Admin/Application/templates_modules/pages/main.php,B-file
2.0.5,I-version
Heal,I-application
iNotes,I-application
11.00,I-version
admin/banners.php,B-file
Down,I-application
flags,O
Us,O
0.15,I-version
IICAClient,O
render_line,B-function
2.12.19,I-version
UrlTool,O
Clearsilver,B-application
file/edit_html.cgi,B-file
share/changepermission.php,B-file
JPEGWarningHandler,B-function
Restricted,O
10.0.5,I-version
flush_signal_handlers,B-function
RC4,I-version
AD-EDIT2,B-application
admin_password,B-parameter
libraries/database_interface.lib.php,B-file
smtp-tls.c,B-file
TweetLA,O
DoFetch,B-function
4.10.x,B-version
r4693,I-version
pedantic,O
Center,I-edition
preceding,B-update
5.15.6,I-version
left_cat,B-parameter
unencrypted,O
ermapper_u.dll,O
Python,B-application
SNMP,B-application
org/apache/catalina/filters/CsrfPreventionFilter.java,B-file
0.743,I-version
RSLogix,B-application
ESR,I-application
modules/notes/json.php,B-file
1.50,B-version
23.0.1271.94,I-version
DivX,B-application
2.7.18,I-version
Webkit,B-application
CVE-2012-4172,B-cve id
Trigger,B-application
1.2.2.1,I-version
TIFFRGBAImageGet,B-function
Theme,I-application
FAQ,B-application
3.2.2SG,I-version
include/utils/utils.php,B-file
relativ_base_dir,B-parameter
1.1.1.11,B-version
TS3500,B-hardware
q[],O
mm_whtppr,O
mcs/class/System.Web/System.Web/HttpForbiddenHandler.cs,B-file
X.Org,B-application
CVE-2012-2695,B-cve id
10.6.3,B-version
httpslogin,O
1.4.12,I-version
nsBlockFrame::StealFrame,B-function
CVE-2010-1387,B-cve id
9.31,B-version
1.2.12,B-version
Linux,I-os
Display,B-application
information,B-relevant_term
0.45,B-version
Object.defineProperty,B-method
Access,B-application
inventory,O
