token,tag
মো সালাউদ্দিন আহমেদ,PER
ধীরাজ,PER
+৮৮০১৪৭০৯১৫৮৮৭,PHN
আর্কিমিডিস,PER
গোসল,OBJ
16/06/2090,TIME
ধলঘাটপাড়া সরকারি প্রাথমিক বিদ্যালয়,ORG
10/06/1947,TIME
ক্রেডিফে,LOC
মানবাধিকারবাদীদের,PER
অ্যাঞ্জেলেস আমেরিকাস,PER
দুর্গামোহন দাশ,PER
গুণগতমান,OBJ
পাকিস্তানিদের,LOC
চেম্বারলেইন,PER
+8801466086053,PHN
২৮০,NUM
পরার,OBJ
নাইমুল বাশার চৌধুরী,PER
সুমিহে দাদেহবলো হায়েদেহ,PER
12:25:25,TIME
ইছাখালী ইউনিয়নে,LOC
৫৮২৬৫,NUM
হেন্ড্রিক,PER
গৌড় অঞ্চল,LOC
শশীদল,LOC
03:45:41,TIME
চ্যান্সেলর,PER
20:17:11,TIME
৬-১১-১৯০৬,TIME
কার্জওয়াইল,PER
কালিম্পং-২,LOC
11/09/2051,TIME
12:41:58,TIME
+8801354129901,PHN
+8801340473081,PHN
সেটের,OBJ
+৮৮০১৫৫৫৯৯৩৯১৪,PHN
লিন্ডেলফকে,PER
তাওয়ান্দি,LOC
পৃথীবিতে,LOC
পশ্চিমে চম্পকনগর,LOC
2038,NUM
জে ক্যারসন,PER
38703,NUM
আবন,OBJ
+৮৮০১৮৮৫৯৪৭০৪৮,PHN
+8801485237145,PHN
সায়ীদ,PER
22:06:44,TIME
প্রতিষ্ঠানেই,OBJ
76022,NUM
বঙ্গোপসাগরের,LOC
সোভিয়েত,LOC
গারো,LOC
এমএজি ওসমানী মেডিকেল কলেজ,ORG
ঋষি,PER
৭/১/১৭৫৮,TIME
আবু মুহাম্মদ আল হুসাইন,PER
টোকিও গাকুগেই ইউনিভার্সিটি,ORG
এলেন,PER
সোভিয়েট,LOC
জার্মানীতে,LOC
র‌্যামজেট,OBJ
স্পিডের,PER
সমুদ্রতীর,OBJ
বাসভূমি,LOC
ইচ্ছার,OBJ
একধরণের,OBJ
প্রতিযোগীর,PER
+8801742199620,PHN
১৮৭৯৪৬৪৮,NUM
শিবরামপুরে,LOC
বার্নাট দে রোকাফোর্ট,PER
বারপাইকা,LOC
গয়ার,LOC
দেব আনন্দ মুনিমজি,PER
নিষেধ,OBJ
+8801676038269,PHN
করিমগঞ্জের,LOC
+8801865280633,PHN
গিল্ডস্টোন,ORG
৪৯,NUM
05/05/1938,TIME
ইন্দো-ইরানীয়,PER
আকসুম সাম্রাজ্যের,LOC
19/05/2085,TIME
+৮৮০১৬৫৩৬৩০৭৯৮,PHN
৪২২১৬৯৫৮৯,NUM
খোরডা,LOC
64059,NUM
হিউম্যানিস্ট,ORG
সফুরা,PER
ভাবড়াশুর,LOC
রমিজ,PER
৫/৮/২০৭৪,TIME
পশ্চিমবঙ্গের মুর্শিদাবাদ জেলায়,LOC
স্মলীকে,PER
চাষিদেরকে,PER
১৩-১-২০৯৭,TIME
শৌচালয়,OBJ
২৬-৪-১৯২০,TIME
মাইকেল সান,PER
যুবাইর,PER
29/05/2024,TIME
ফাতুমা কিবাসু,PER
২৭/৮/১৭৮৬,TIME
সশস্ত্রবাহিনীর,ORG
দূরস্থানে,OBJ
দেশ-বিদেশে,LOC
বিমুখ,OBJ
ফেতুল্লাহ,PER
মানভেদে,OBJ
বসাক,PER
রক্ষামন্ত্রী,OBJ
+৮৮০১৮৪৯৮৮৮৮৪৪,PHN
সমর,OBJ
তুচ্ছ,OBJ
পারফর্মেন্সের,OBJ
মরিচবুনিয়া,LOC
১৫-১১-২০২৬,TIME
08:56:28,TIME
08:07:34,TIME
টাইগাররা,OBJ
কাপ্তাইতে,LOC
অনুসন্ধানে,OBJ
ক্যাশ,PER
সাইবার,ORG
মাদ্রাসা রায়পুর,PER
দেখিয়ে,OBJ
ৎসর্ন,PER
নলমুড়ি,LOC
দক্ষিণ পুর্বে,LOC
সিন্ডিকেটদের,OBJ
তদানীন্তন,LOC
সান ফ্রান্সিসকোকে,LOC
খালেদা খানম,PER
1825,NUM
99025,NUM
আর্টিসান,LOC
15:41:43,TIME
07:41:33,TIME
31307,NUM
মংলা,LOC
স্বাস্থ্য হাউজিং কমিটির,ORG
শিশুরা,OBJ
ছত্রপুর,LOC
বৃহত্তর,OBJ
+8801363398225,PHN
বারক,PER
খাদ্য দ্রব্য,OBJ
কম্পাঙ্ককে,OBJ
85052,NUM
১৭/১০/১৭৬৯,TIME
এলভানের,PER
একবস্তা,OBJ
৭৬৮১৬৬৮৭,NUM
+8801753301987,PHN
দেশরত্ন,PER
+8801429872055,PHN
07/11/2020,TIME
23528,NUM
মিউজিক,PER
রেসিং মালয়েশিয়ান,OBJ
শুভেচ্ছা,PER
১৮/১/১৮৬৩,TIME
বুডিরশ্চর,LOC
কেলুচরণ,PER
সোনাবাড়িয়ায়,LOC
সেল্টা,ORG
+8801478778684,PHN
২৮১৯৩২৮৭২,NUM
১১/২/১৯১৫,TIME
06:48:14,TIME
তিনেরই,OBJ
+৮৮০১৪৮৫৮৫৩৮৮৮,PHN
ব্রিসেইসকে,PER
ড্যানিয়েলিয়ান,PER
89923,NUM
পেরেজ,PER
মিশ্রণে,OBJ
19085,NUM
53659,NUM
13:10:13,TIME
পারফেশনিস্ট,OBJ
+8801979863357,PHN
২/৬/১৮৯৪,TIME
উজ্জীবিত,OBJ
তালুকদার নুরুকে,PER
১১-৭-১৮৭৫,TIME
মেহেবুবা,LOC
ভারত’,LOC
+8801823432799,PHN
আমিলাইশ,LOC
13:05:31,TIME
72461,NUM
জিওফ,PER
উপকূলীয়,LOC
+৮৮০১৩২০৩৪৪৯০৬,PHN
পাথালিয়া,LOC
আখাউড়া খরমপুর,LOC
ক্যাডারে,OBJ
43044,NUM
হারবার্ট,PER
+৮৮০১৫৬৩৯৭৯৮৩৬,PHN
ধনগররা,PER
শ্রদ্ধা,LOC
ক্লাসের,OBJ
৯৩৫,NUM
৩৬৮,NUM
আন্দোলনকে,LOC
নির্বাচনকালীন,OBJ
আবদুল গফুর কাম্বলী,PER
টেলিফোন,ORG
63309,NUM
সুইজ,PER
ঘটেছিল,OBJ
72755,NUM
৫৮৩,NUM
ভোটকেন্দ্র,LOC
42000,NUM
বেগম,LOC
পতাকে,OBJ
বৃটেনের,ORG
আগুনে,PER
ইংরেজি:Deolali,LOC
ট্রেম্বলের,OBJ
সোনারামপুর,LOC
বরমা ডিগ্রী কলেজ,ORG
১৪-৩-১৮৩৯,TIME
কর্মসংস্থানের,ORG
09:18:02,TIME
09/02/2088,TIME
+৮৮০১৫০৮৩৮৯০৩৫,PHN
১৪/১০/১৭৬৭,TIME
লিবেসগু,PER
দোকানটির,OBJ
বিরানভূমিতে,OBJ
তারেঘ বিন শাহরুখ,PER
মোগলহাট,LOC
পেরুজা বিশ্ববিদ্যালয়ে,ORG
৭৩৩১৩৮৮৭,NUM
58052,NUM
কন্ট্রোল,ORG
19:46:52,TIME
কর্ড,OBJ
অ্যারন,PER
প্রকিউরমেন্ট,PER
অধিবাসীগণ,OBJ
মুসলিম রন্ধনপ্রণালী,PER
নথি,OBJ
+৮৮০১৭১২৩৯১১০১,PHN
৭-৫-২০৭০,TIME
৯/১১/১৮৬৯,TIME
+8801821396216,PHN
15/12/2082,TIME
92235,NUM
৩,NUM
দেশটার,LOC
পূর্বাচল,LOC
১৭৪,NUM
সিংআড্ডা বাজার,LOC
+8801880348878,PHN
করতেই,OBJ
৯-৯-১৮১০,TIME
৯-২-২০৪৩,TIME
কৈজুরী,LOC
12:37:07,TIME
২৯-১২-১৯০৫,TIME
৮৫৪,NUM
রথীন্দ্রনাথ,PER
বিক্রেতার,OBJ
+৮৮০১৫৬১১০৫২৮৩,PHN
রাজস্থান রাজ্যের,LOC
+৮৮০১৩৫৮১০৭৪২৫,PHN
রাষ্ট্রপতি,ORG
কায়রন,PER
স্বার্থাল্প্বেষী,OBJ
25741,NUM
+৮৮০১৫৩৮০৪৮৩০৩,PHN
টেকনোলজি,ORG
Wende,ORG
হারম্যান,ORG
16:38:27,TIME
আবদ-এল-কাদির,PER
খুশকি,OBJ
উপকূলীয় এলাকার,LOC
২৪/৮/২০৭৩,TIME
ওতাগো ক্রিকেট অ্যাসোসিয়েশন,ORG
৮/৯/১৯৪৩,TIME
বাংলাদেশ ব্যাংক,ORG
রেনু,PER
এ্যালায়েন্স,ORG
আল্লেগ্রির,PER
বেলজিয়াম,LOC
ডিউরেবল,OBJ
কিছুদূর,OBJ
রায়ান ব্যাংক,ORG
5782,NUM
পেপ,PER
দেবী মন্দির হরিদ্বারের,PER
আশ্রয়হীনতায়,OBJ
49616,NUM
গো,ORG
ব্রাহ্মণেরা,PER
+8801593639336,PHN
৮৭৭,NUM
ইরানিরা,PER
06/02/1919,TIME
হারুণ,PER
কৈলাসও,PER
চাকরিস্থল,LOC
সেলস,PER
আলিবর্দি,PER
রওশন,PER
অজ্ঞাতে,OBJ
বই,ORG
ঐন্দ্রিলা,PER
মরে,OBJ
23:35:20,TIME
টুর্নামেন্টটা,OBJ
বোর্ডিং,OBJ
+৮৮০১৯৩৯৩০৭৯৪৫,PHN
মাল্টি,ORG
+8801654278221,PHN
কুড়ি,OBJ
32357,NUM
47275,NUM
অণ্ডাল,ORG
সোয়াহিলি,ORG
সালবিউটামল,OBJ
ঝলনাথ খানালের,PER
15/12/1916,TIME
গোয়াইনঘাট,LOC
নারিকেল,OBJ
+8801447900626,PHN
প্রতিহিংসা,OBJ
বাজাতে,OBJ
কোনাপাড়া,LOC
মেরু,LOC
চার্লোটেসভেলিতে,LOC
গুরাপুতুর,PER
পাম্পের,OBJ
উত্খাতে,PER
ওয়েলস,LOC
হুদা শুভ সানভীর,PER
সুন্দরপুর ইউনিয়নের,LOC
১০/৭/২০৭৫,TIME
ইউরোপভিত্তিক,LOC
ট্রপিকের,OBJ
01:22:44,TIME
ইয়াংগুন বিশ্ববিদ্যালয়,ORG
08/05/1953,TIME
নরম্যান,PER
জাগরণ,OBJ
শ্যানন,PER
প্রতিপালন,OBJ
বীরপুর-২,LOC
এমনটাও,OBJ
ব্যক্তিটি,OBJ
+8801429932134,PHN
টহলদল,OBJ
31366,NUM
লর্ড,PER
ডনাল্ড,PER
+৮৮০১৭২৫১১৬৩৮০,PHN
সাউন্ডট্র্যাককে,PER
যাঁকে,OBJ
পোকখালী,LOC
+৮৮০১৪৫৪৫৬১৫৮৬,PHN
জীবনসহ,PER
কর্মসূিচর,OBJ
পিছপা,OBJ
পললভূমির,LOC
৩,TIME
গোপালগঞ্জ,ORG
মোখলেস,PER
রুশের,LOC
মুখার্জী,ORG
আকুফু,PER
6517,NUM
৯-৬-১৯০৪,TIME
গ্রীষ্মমণ্ডলীয়,LOC
ভাষণে,OBJ
+৮৮০১৪৪৪৩৭৬৮৫০,PHN
গুইঞ্চো সৈকতের,LOC
+8801413622585,PHN
+8801848591414,PHN
গোষ্ঠি,OBJ
আমহাট্টা,LOC
90176,NUM
পায়রা,LOC
+8801503866406,PHN
রাজশাহী কলেজিয়েট স্কুলের,ORG
দিক,OBJ
বুরুদিয়া,LOC
১২/১২/২০০৩,TIME
সাউথ ওয়েলস বিশ্ববিদ্যালয়,ORG
১৬-১১-১৮১৬,TIME
মসজিদ করতলব খান,PER
গ্রাহকে,PER
টুস,OBJ
মুহাম্মদ আবদুল বাকী,PER
রূপম প্রকাশনী,ORG
মাতৃচেষ্টাও,OBJ
জসীমউদ্দীনের,PER
স্বক্ষরিত,OBJ
+৮৮০১৫১৪০৪৯০৭৯,PHN
স্টার,PER
সাভারের,LOC
লালমিয়ার,PER
বুর্জ আল খলিফা,OBJ
ais,OBJ
অন্যটা,OBJ
মেট্রিক্স সার কারখানা,ORG
16:02:45,TIME
৪-১-১৮৮৬,TIME
সিন্টু,PER
খোই সান জনগোষ্ঠী,ORG
+8801552376857,PHN
রনবীর,PER
৩০/২/১৯৩২,TIME
+৮৮০১৩১৬৩২৬৪৫১,PHN
+৮৮০১৩৬৮৩৭৪১০৬,PHN
রাজশাহীর,LOC
প্রেম আজিজুর রহমান,PER
ভিগনেস,PER
অ্যালবামে,OBJ
হফেজের,PER
মেঘালয় রাজ্যে,LOC
রান্নার পাত্র,OBJ
নামের,OBJ
২২/৮/১৭৫৩,TIME
আছি,OBJ
বড়চাপা,LOC
কোমপানীগঞ্জের,LOC
বেগুনবাড়ি,LOC
+8801876450143,PHN
তাবারক,PER
ছাত্রসমাবেশ,OBJ
লিমিটেড তেল,OBJ
রাজাখালী ইউনিয়নের,LOC
উত্তরে কলোড়া,LOC
দক্ষিন কোরিয়া,LOC
গোষ্ঠীপতি,PER
৩৬,NUM
ক্রেনটি,OBJ
বুমরাহ,PER
আহমদবিএনপির,PER
ব্যক্তিত্ব,PER
লিবিয়,LOC
হজ,ORG
ছাত্রাবাসে,PER
+8801813323093,PHN
সাবমেরিনও,OBJ
অপমানিত,OBJ
হেলসিংকি,LOC
+৮৮০১৪৪১৮০৩১৫১,PHN
+৮৮০১৮৭৬৭৭৭৫৭৪,PHN
প্রশংসা,OBJ
ম্যানকিউইকজ,PER
প্রতিমা,PER
জিতারী,PER
রডের,OBJ
আবদুর রব রাজনীতিবিদ,PER
সায়েন্স প্রিন্সটন বিশ্ববিদ্যালয়,ORG
অ্যাওয়ার্ডে,ORG
হাওলী,LOC
চট্টগ্রাম গভর্নমেন্ট স্কুল,ORG
ইন্ডিজকে,LOC
+৮৮০১৭৯২৫০৯৯১৫,PHN
+8801559546278,PHN
লিভারপুলকে,ORG
45376,NUM
শিরপুর শহরের,LOC
অল ইংল্যান্ড ক্রোকুয়েট ক্লাব,ORG
সহায়ক,OBJ
পার্কে,OBJ
ধাবিত,OBJ
ভীমপুর,LOC
অধিক,OBJ
অরেঞ্জির রাজপুত্র উইলিয়ামের,PER
ফেইমে,LOC
আর্কিমিডিসের,PER
লানুচ্চি,PER
৮৫,NUM
আমীরগাঁও,LOC
ভারতপুর জেলার,LOC
14/05/2068,TIME
43404,NUM
গ্রাফিক্স,OBJ
বেতাগা,LOC
ভি জি কাম্বলি,PER
41624,NUM
+8801374225422,PHN
বান্ধব,OBJ
বালুখালীস্থ,LOC
৭৪জন,OBJ
সাহেব,OBJ
ট্রিনিটি,ORG
28/04/1973,TIME
৪/৫/২০৬৯,TIME
কয়েকজনের,OBJ
মেগাসিটি,LOC
২৯-৬-২০৪১,TIME
সৌনাগড়ার,LOC
যোগাযোগ,ORG
60335,NUM
17:13:59,TIME
উপস্থিতিকে,OBJ
২৮-৭-১৯১৯,TIME
বখাটের,PER
২২-১১-২০২৮,TIME
57676,NUM
+8801684796039,PHN
একুশ,TIME
02/11/1938,TIME
পর্বতগাত্র,LOC
গবেষণায়,OBJ
১৯০৯,TIME
হাঙ্গাল কলেজ,ORG
চার্চে,PER
20/02/2078,TIME
৫১৩১২৪,NUM
ঝাড়খালী,LOC
পুরুরবার,PER
+৮৮০১৭৬৯৮১৮১০১,PHN
খোড়াগাছ বহুমুখী,ORG
গোপীবল্লভপুর,LOC
এল বাচিয়া তিউনিস মাদ্রাসা,ORG
মেলবোর্নে,LOC
সংগ্রহও,OBJ
ধোঁকা,OBJ
নলডাঙ্গায়,LOC
৯১৭৭৬৪৯৮৫,NUM
কোরিয়ান,LOC
13:08:23,TIME
হয়রানিমূলক,OBJ
সম্পর্কটাই,OBJ
মেয়োনেজ মাখনের সস,OBJ
৭৬,NUM
04/10/1992,TIME
বেড়িয়ে,OBJ
বদ্রি,PER
প্রচারের,OBJ
শহর খন্দদ গ্রাম,LOC
13/01/2060,TIME
স্যার সলিমুল্লাহ মুসলিম হলের,ORG
28459,NUM
+8801644537456,PHN
১,NUM
সুন্দরপুর,LOC
75090,NUM
কলিঙ্গ ইনস্টিটিউট,ORG
স্লোভাকিয়ার,LOC
+৮৮০১৯৬০৩৪০০৫০,PHN
২৩/১০/১৯১৫,TIME
গোল্ডেন গ্লাভস্,OBJ
92946,NUM
33517,NUM
জেন,PER
জাগিয়েছিলেন,OBJ
18/10/1949,TIME
24983,NUM
চেংগা বাজারের,LOC
সরস্বতীকে,PER
৭৫৯৬,NUM
ম্যাচে,OBJ
17:49:28,TIME
ভাবির,OBJ
কোটিনহোকে,PER
প্রলেপ,OBJ
ইলেকট্রিক যন্ত্রপাতি,OBJ
মাতৃমৃত্যুর,OBJ
